latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-16.00049,49.2864,338.42,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.72,11.19,D
-15.99685,49.39789,330.96,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.46,2.65,D
-15.99628,49.40157,331.92,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.24,2.65,D
-15.99566,47.89788,349.42,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,312.34,11.32,D
-15.99231,47.89734,352.14,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,311.58,11.32,D
-15.988,49.3665,331.82,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.06,2.22,D
-15.9865,49.31015,337.78,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.95,3.75,D
-15.98558,49.22801,335.78,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,300.37,7.31,D
-15.97924,49.31265,331.99,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.43,13.92,D
-15.97821,49.10769,336.36,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,306.54,3.44,D
-15.97487,49.10714,335.67,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.74,5.17,D
-15.9743,49.13301,352.84,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.3,6.79,D
-15.97375,49.13662,342.69,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,302.94,6.79,D
-15.97224,49.40137,331.99,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.64,2.93,D
-15.97167,48.61539,367,0.38,0.36,2024-11-21,1019,N,VIIRS,h,2.0NRT,312.88,14.86,D
-15.97146,48.40084,341.6,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.33,2.98,D
-15.97112,48.61899,345.93,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,312.82,14.86,D
-15.97096,49.13245,340.55,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.9,24.16,D
-15.97088,49.60786,334.39,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.93,5.17,D
-15.97041,49.13607,333.91,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,300.61,24.16,D
-15.96834,48.61485,343.59,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.89,3.78,D
-15.96639,48.78416,342.26,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.65,37.37,D
-15.96622,47.12482,341.84,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.56,10.42,D
-15.96497,49.4039,343.38,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,301.86,19.84,D
-15.96489,49.42634,342.7,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.59,8.76,D
-15.96479,49.29532,334.69,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.29,4.89,D
-15.96422,49.29894,332.93,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,299.78,4.89,D
-15.96302,49.32859,332.13,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.88,3.42,D
-15.96155,49.42576,345.62,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.55,8.76,D
-15.96078,48.06298,339.49,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.81,7.07,D
-15.95973,48.78308,342.19,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.19,5.58,D
-15.95965,49.48177,331.85,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.13,4.85,D
-15.95918,48.78667,340.62,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.37,5.58,D
-15.95873,49.12301,335.53,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.87,2.53,D
-15.95764,49.42879,341.98,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,304.32,21.26,D
-15.95694,48.77894,341.81,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.05,9.04,D
-15.95639,48.78254,345.91,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,308.96,7.12,D
-15.95585,48.78613,344.72,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,313.67,7.12,D
-15.95539,49.12246,335.53,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.24,2.53,D
-15.95429,49.4282,334.48,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.69,21.26,D
-15.95389,48.47175,340.97,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.59,4.74,D
-15.95157,49.40163,331.67,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.57,4.17,D
-15.951,49.4053,339.07,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.86,9.06,D
-15.95088,47.96877,356.65,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,304.23,12.52,D
-15.94943,47.31273,344.88,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,319.49,11.03,D
-15.94807,47.96459,342.28,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,312.4,24.1,D
-15.94775,48.01278,340.44,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,313.97,5.45,D
-15.94754,47.96821,344.84,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,308.98,12.52,D
-15.94634,48.06805,341.38,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.58,7.52,D
-15.94577,48.54785,346.62,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.16,29.33,D
-15.94387,48.01587,347.62,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,312.68,5.54,D
-15.94293,48.52158,345.45,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,313.2,6.05,D
-15.94243,48.54731,338.09,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,312.18,29.33,D
-15.94065,47.10967,342.53,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,315.98,8.98,D
-15.93947,49.50064,333.55,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.28,8.27,D
-15.93785,49.34648,340.94,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.06,10.16,D
-15.93746,48.55757,339.39,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,310.12,2.92,D
-15.93691,48.56117,339.89,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.98,2.92,D
-15.9345,49.34592,334.98,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.83,10.16,D
-15.93412,48.55703,339.98,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.85,2.92,D
-15.93358,48.56063,342.4,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.71,2.92,D
-15.93303,48.56423,341.89,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.94,6.02,D
-15.92852,47.16895,347.29,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,321.13,7.37,D
-15.92841,49.31879,331.06,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.54,4.7,D
-15.92837,49.34118,340.44,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.76,7.04,D
-15.92706,47.8159,342.86,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,315.14,8.07,D
-15.92513,47.16842,344.13,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,318.18,7.37,D
-15.92404,47.17585,349.64,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,319.05,7.52,D
-15.92389,49.3479,334.27,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.56,8.13,D
-15.92369,49.62257,331.06,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.08,2.13,D
-15.92356,50.21639,333.18,0.4,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.01,3.36,D
-15.9235,47.17957,343.47,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,316.13,7.52,D
-15.92291,50.21658,332.92,0.4,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.37,2.58,D
-15.92033,49.62199,334.52,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.85,9.13,D
-15.91507,49.29421,341.46,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.14,30.54,D
-15.91477,49.42859,336.62,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,291.06,2.6,D
-15.91298,48.53884,339.57,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.03,8.42,D
-15.91173,49.29365,337.08,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.49,43.53,D
-15.91142,49.42805,342.4,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.25,7.62,D
-15.91101,47.96946,333.65,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,306.69,4.75,D
-15.91047,47.97308,343.72,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.83,4.75,D
-15.90993,47.97671,352.9,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,311.86,11.34,D
-15.90658,47.97617,342.1,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.5,11.34,D
-15.90414,49.43061,344.92,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.79,9.35,D
-15.90143,49.40392,340.21,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.48,28.48,D
-15.8999,49.34756,337.21,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.06,7.38,D
-15.899,49.61819,347.13,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.34,9.27,D
-15.89365,49.38766,345.36,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,299.78,15.04,D
-15.89351,49.43261,340.27,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.55,8.8,D
-15.89314,49.36888,340.7,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.33,2.53,D
-15.89308,49.39132,336.16,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.29,15.04,D
-15.89292,47.90717,341.02,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.08,5.88,D
-15.89137,49.40229,349.04,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.95,13.19,D
-15.88957,47.90663,341.61,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,313.75,5.88,D
-15.88581,49.39383,330.7,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.68,4.65,D
-15.88158,49.3109,336.19,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.12,5.3,D
-15.88135,47.82351,342.46,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,313.91,33.29,D
-15.8804,40.14985,339.46,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.76,6.04,D
-15.87997,49.47525,346.85,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,291.67,7.14,D
-15.87888,45.9906,338.85,0.43,0.38,2024-11-21,1019,N,VIIRS,l,2.0NRT,306.83,5.85,D
-15.87855,48.54063,333.26,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,306.41,5.82,D
-15.878,48.54424,339.62,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.87,5.82,D
-15.87661,49.4747,341.19,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.95,5.78,D
-15.87521,48.5401,339.06,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.91,5.82,D
-15.8749,49.30977,336.88,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.07,4.86,D
-15.87467,48.54369,338.45,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.23,5.82,D
-15.87432,49.48933,331.82,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.31,5.3,D
-15.87405,49.40311,345.47,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.02,9.39,D
-15.87154,49.48512,332.13,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.55,3.84,D
-15.86948,49.43233,332.67,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,289.77,13.66,D
-15.86884,47.88475,341.59,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.13,9.28,D
-15.86473,49.5066,349.48,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.37,7.05,D
-15.86212,49.45737,342.14,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.19,10.32,D
-15.85991,49.4495,331.65,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.87,3.52,D
-15.85981,49.31846,333.56,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.36,2.58,D
-15.85493,48.00127,339.85,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.55,4.83,D
-15.85206,49.45566,332.05,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.92,5.71,D
-15.85148,49.45933,333.02,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.06,5.71,D
-15.84948,49.30868,331.31,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.82,4.15,D
-15.8455,49.54121,330.38,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,290.15,1.43,D
-15.84353,48.55297,335.95,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.85,2.42,D
-15.8384,48.31633,341.45,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.46,6.38,D
-15.83665,49.30287,334.65,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.51,7.02,D
-15.83176,47.91606,341.56,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,315.67,7.38,D
-15.83154,48.42945,337.49,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.57,2.25,D
-15.83107,48.13794,340.61,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.56,7.48,D
-15.81479,49.3552,335.69,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,292.97,2.92,D
-15.81064,47.18853,350.02,0.4,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,316.68,15.11,D
-15.80623,40.12899,342.53,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.92,17.84,D
-15.80344,47.21405,342.55,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,316.51,8.56,D
-15.80272,40.12656,340.47,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.59,10.74,D
-15.80202,40.13243,342.21,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.6,17.49,D
-15.80121,40.12827,341.14,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.67,7.21,D
-15.79733,47.94027,343.08,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.58,4.06,D
-15.79236,49.10224,337.43,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.63,13.3,D
-15.79224,47.60435,338.21,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.21,10.25,D
-15.7918,49.10585,333.57,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,299.94,13.3,D
-15.7917,47.608,345.08,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,312.07,17.61,D
-15.79065,47.93919,341.03,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,311.86,10.34,D
-15.78902,49.10169,345.35,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,308.44,13.3,D
-15.78811,48.60292,343.56,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.73,9.58,D
-15.78733,47.15822,344.51,0.4,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,317.59,12.14,D
-15.78186,49.34606,330.81,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.37,18.53,D
-15.76081,48.55796,333.93,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,306.82,2.46,D
-15.76036,40.13958,336.25,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.07,6.77,D
-15.75838,49.62807,332.3,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.04,2.21,D
-15.75581,49.4466,338,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.87,3.04,D
-15.75532,40.13911,345.7,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.86,4.95,D
-15.75464,40.14495,335.04,0.62,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.61,4.95,D
-15.75428,48.6232,342.78,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.47,7.78,D
-15.74543,49.38116,342.39,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.98,22.83,D
-15.74354,49.43708,335.03,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.14,4.7,D
-15.74201,40.07735,333.24,0.63,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.3,5.11,D
-15.74133,40.08327,337.02,0.63,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.27,5.11,D
-15.7396,49.44023,344.11,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.82,10.13,D
-15.73888,47.94203,340.67,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.63,9.95,D
-15.73107,48.53841,343.18,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.64,13.39,D
-15.73105,47.8662,352.17,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,315.23,32.14,D
-15.7292,47.31994,339.94,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,314.01,8.64,D
-15.72828,48.53427,355.04,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.83,17.5,D
-15.72773,48.53786,347.05,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,313.24,13.39,D
-15.71476,49.34586,330.89,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.62,2.83,D
-15.71407,40.27642,342.95,0.61,0.53,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.57,15.82,D
-15.7101,49.51808,346.54,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.09,4.47,D
-15.70871,49.51749,344.37,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.57,9.54,D
-15.70231,47.92097,337.27,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,308.68,8.48,D
-15.70177,47.92459,343.28,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,310.92,8.48,D
-15.69942,47.89453,338.03,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.03,4.84,D
-15.69847,49.38426,332.54,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,304.96,21.01,D
-15.6979,49.3879,332.14,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.64,21.01,D
-15.69787,46.69719,350.02,0.41,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,313.64,6.48,D
-15.69637,49.33154,334.17,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.44,37.68,D
-15.69508,40.22116,338.44,0.61,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.7,19.62,D
-15.69441,40.22712,343.35,0.61,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,301.1,38.11,D
-15.69434,40.22544,348.71,0.61,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,300.56,62.25,D
-15.69069,49.36798,331.62,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,293.66,7.27,D
-15.69012,49.37162,341.13,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.86,7.27,D
-15.68563,49.5549,338.05,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.63,3.54,D
-15.68072,47.2931,342.83,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,316.63,11.49,D
-15.67468,49.29433,344.34,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.45,10.08,D
-15.67439,47.17079,350.58,0.4,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,315.75,11.09,D
-15.66805,50.35257,332.91,0.41,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.94,1.84,D
-15.66491,47.28308,347.27,0.39,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,317.43,26.33,D
-15.65866,49.41887,334.12,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.45,4.61,D
-15.65839,49.3327,335.06,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.97,7.24,D
-15.6553,49.41831,332.95,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.8,20.65,D
-15.65503,49.33217,337.9,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.15,25.96,D
-15.64464,47.27992,348.33,0.39,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,315.7,14.53,D
-15.64417,49.40148,344.02,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.95,11.06,D
-15.63805,49.39667,338.27,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.07,12.36,D
-15.63716,40.19463,344.13,0.61,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.15,52.11,D
-15.63713,48.83996,367,0.38,0.36,2024-11-21,1019,N,VIIRS,h,2.0NRT,307.73,13,D
-15.6338,48.83942,352.79,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,308.34,13,D
-15.6302,49.40283,343.5,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,299.79,22.4,D
-15.62575,49.33478,336.73,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,295.58,30.89,D
-15.62038,47.35156,346.12,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,317.53,10.84,D
-15.61564,49.35559,336.64,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,294.75,10.35,D
-15.60825,47.38736,349.4,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,317.84,20.64,D
-15.60743,46.66769,340.99,0.41,0.37,2024-11-21,1019,N,VIIRS,l,2.0NRT,315.63,12,D
-15.59278,39.93063,330.02,0.32,0.55,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.82,4.62,D
-15.59242,39.93363,336.61,0.32,0.54,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.89,3.78,D
-15.58908,48.40084,336.08,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,308.95,4.48,D
-15.58854,48.40444,341.22,0.38,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,312.71,9.56,D
-15.57603,40.28465,345.77,0.6,0.53,2024-11-21,1019,N,VIIRS,n,2.0NRT,298.06,7.79,D
-15.57603,40.28674,342.72,0.6,0.53,2024-11-21,1019,N,VIIRS,n,2.0NRT,296.73,4.66,D
-15.57448,49.28889,349.81,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.34,26.61,D
-15.56672,47.40306,348.11,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,314.86,10.69,D
-15.55471,48.00418,347.86,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,304.89,4,D
-15.55398,48.41666,341.31,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,308.95,3.85,D
-15.55191,48.00004,349.38,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.49,4,D
-15.55182,50.42357,337.94,0.41,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,302.41,26.79,D
-15.55137,48.00365,335.73,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.23,4,D
-15.55029,48.01087,338.78,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,303.39,4.22,D
-15.54956,48.4233,367,0.38,0.36,2024-11-21,1019,N,VIIRS,h,2.0NRT,312.56,120.61,D
-15.54901,48.4269,346.88,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.73,7.27,D
-15.54622,48.42276,339.98,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,305.95,4.53,D
-15.54571,48.10973,349.77,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,309.52,22.84,D
-15.54568,48.42636,339.9,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.7,8.06,D
-15.54291,48.1056,339.2,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.74,8.07,D
-15.54237,48.1092,357.32,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,315.74,22.84,D
-15.54037,48.03144,343.51,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,304.97,8.51,D
-15.53958,48.10506,337.63,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,307.17,7.58,D
-15.53903,48.10867,355.52,0.38,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,312.09,27.53,D
-15.53757,48.0273,367,0.39,0.36,2024-11-21,1019,N,VIIRS,h,2.0NRT,308.32,13.97,D
-15.53453,47.36413,352.38,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,317.18,38.12,D
-15.53423,48.02677,356.4,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.5,13.97,D
-15.53271,48.05974,338.75,0.39,0.36,2024-11-21,1019,N,VIIRS,n,2.0NRT,306.91,2.86,D
-15.52779,47.36309,345.88,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,316.22,11.35,D
-15.52721,48.0736,337.11,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,310.93,3.16,D
-15.52293,47.98803,337.53,0.39,0.36,2024-11-21,1019,N,VIIRS,l,2.0NRT,308.46,4.27,D
-15.51442,40.29472,343.15,0.6,0.53,2024-11-21,1019,N,VIIRS,n,2.0NRT,297.06,7.51,D
-15.51221,47.20628,350.55,0.4,0.37,2024-11-21,1019,N,VIIRS,n,2.0NRT,316.97,25.43,D
